label,axis0,axis0,axis0,axis1,axis1,axis1,axis2,axis2,axis2,axis3,axis3,axis3,axis4,axis4,axis4,axis5,axis5,axis5,axis6,axis6,axis6,axis7,axis7,axis7,axis8,axis8,axis8,axis9,axis9,axis9,axis10,axis10,axis10,axis11,axis11,axis11,axis12,axis12,axis12,axis13,axis13,axis13,axis14,axis14,axis14,axis15,axis15,axis15,axis16,axis16,axis16,axis17,axis17,axis17,axis18,axis18,axis18,axis19,axis19,axis19,axis20,axis20,axis20
Sibi_F,0.5093468427658081,0.5987671613693237,5.586829843196028e-07,0.5583041310310364,0.5837806463241577,-0.06188317760825157,0.5954049825668335,0.5431827902793884,-0.10183638334274292,0.6111849546432495,0.5077605247497559,-0.13692651689052582,0.5904151797294617,0.46660327911376953,-0.17112235724925995,0.5606324076652527,0.38749778270721436,-0.06719207018613815,0.5584853291511536,0.30206072330474854,-0.11897575110197067,0.5389018654823303,0.29558488726615906,-0.16206787526607513,0.5140327215194702,0.29820066690444946,-0.18723320960998535,0.5321277976036072,0.37342923879623413,-0.06384958326816559,0.5367279052734375,0.25539007782936096,-0.10251396894454956,0.5366443991661072,0.16975274682044983,-0.13829077780246735,0.5371493697166443,0.09656205773353577,-0.16381637752056122,0.5024687647819519,0.3791844844818115,-0.0677381083369255,0.5091018676757812,0.264225572347641,-0.0993238016963005,0.5135174989700317,0.18203403055667877,-0.12828224897384644,0.5207750201225281,0.11295723915100098,-0.1483777016401291,0.47044917941093445,0.4000442624092102,-0.07741159200668335,0.4719921052455902,0.3157464861869812,-0.10064595192670822,0.4763461947441101,0.2547086477279663,-0.11406780034303665,0.4859817624092102,0.19975802302360535,-0.12409084290266037
Sibi_F,0.5019180178642273,0.8907133340835571,8.44462931581802e-07,0.5748468637466431,0.8589281439781189,-0.06737104058265686,0.6262496113777161,0.74300217628479,-0.09261362254619598,0.6483330726623535,0.6368106603622437,-0.11095089465379715,0.6618295907974243,0.5406494140625,-0.12712854146957397,0.5940399765968323,0.5822809934616089,-0.03863053768873215,0.5946668386459351,0.46048450469970703,-0.08465885370969772,0.5827711224555969,0.3699035048484802,-0.12452130019664764,0.5676461458206177,0.295543909072876,-0.15122756361961365,0.5457019209861755,0.5655569434165955,-0.035972803831100464,0.5385717153549194,0.421373188495636,-0.07947669923305511,0.5309619307518005,0.30988264083862305,-0.11803366243839264,0.5244016647338867,0.2138940691947937,-0.14215126633644104,0.49681025743484497,0.5737727880477905,-0.04318472370505333,0.4862632751464844,0.4319780468940735,-0.08926651626825333,0.48260536789894104,0.32767006754875183,-0.11941654235124588,0.47766780853271484,0.23871514201164246,-0.134200781583786,0.4438633918762207,0.6041273474693298,-0.057024065405130386,0.4455496668815613,0.4840766489505768,-0.0984877496957779,0.4484759271144867,0.39704304933547974,-0.11812355369329453,0.4527035355567932,0.31950536370277405,-0.12687432765960693
Sibi_F,0.5357863903045654,0.8529608845710754,5.658178565681737e-07,0.6148301959037781,0.8206406831741333,-0.058169808238744736,0.6892843842506409,0.7558227181434631,-0.10581996291875839,0.7419754266738892,0.7082723379135132,-0.1539483517408371,0.7208709716796875,0.6484304666519165,-0.19408464431762695,0.6197004914283752,0.5351240634918213,-0.06098639592528343,0.6615450382232666,0.4537312388420105,-0.15503467619419098,0.695772647857666,0.5377240777015686,-0.22111965715885162,0.7033495306968689,0.6126642823219299,-0.24914328753948212,0.5868625640869141,0.5064325928688049,-0.0769108310341835,0.6113486886024475,0.33376991748809814,-0.14612585306167603,0.6249507069587708,0.20265284180641174,-0.20480649173259735,0.6335210204124451,0.07639452815055847,-0.24344605207443237,0.5461433529853821,0.5185096859931946,-0.10324487090110779,0.5612589120864868,0.34498000144958496,-0.15959587693214417,0.5765514373779297,0.221871018409729,-0.20253555476665497,0.5920622944831848,0.11142343282699585,-0.22835871577262878,0.5026742219924927,0.5594038367271423,-0.13503839075565338,0.5089726448059082,0.4354221224784851,-0.17017923295497894,0.5147150754928589,0.34108710289001465,-0.18381595611572266,0.525172233581543,0.2527047395706177,-0.19191855192184448
Sibi_F,0.25972995162010193,0.749161958694458,8.233362223108998e-07,0.3118886947631836,0.7417106032371521,-0.1458619385957718,0.33262163400650024,0.6923393607139587,-0.2326478362083435,0.3326586186885834,0.6521956920623779,-0.29950836300849915,0.2913985550403595,0.5991953015327454,-0.3599752187728882,0.2960115075111389,0.4890415668487549,-0.17325538396835327,0.2884897291660309,0.4092206358909607,-0.26521432399749756,0.2917337417602539,0.48225346207618713,-0.33251991868019104,0.2818737328052521,0.5460442304611206,-0.36847984790802,0.25426551699638367,0.4657292664051056,-0.13635657727718353,0.23220033943653107,0.3205353617668152,-0.21341976523399353,0.2248353660106659,0.21678073704242706,-0.28055742383003235,0.2163742035627365,0.1061730682849884,-0.32998374104499817,0.21612855792045593,0.47999343276023865,-0.11043327301740646,0.2056068778038025,0.3467576801776886,-0.17339259386062622,0.20388585329055786,0.25230973958969116,-0.2305423617362976,0.20502351224422455,0.1647006869316101,-0.2700096368789673,0.180540531873703,0.5095892548561096,-0.09453599900007248,0.17095860838890076,0.4090634882450104,-0.1306389570236206,0.169613316655159,0.33446061611175537,-0.15755580365657806,0.17497572302818298,0.26033738255500793,-0.1815940886735916
Sibi_F,0.5343055129051208,0.781775712966919,1.0778780961118173e-06,0.6036121845245361,0.7663540840148926,-0.08409903198480606,0.6691188216209412,0.7120365500450134,-0.13825030624866486,0.7064436674118042,0.6617871522903442,-0.18527011573314667,0.6804090738296509,0.5971165895462036,-0.23398925364017487,0.621495246887207,0.49942144751548767,-0.10012705624103546,0.6205873489379883,0.3620225787162781,-0.16458013653755188,0.6143306493759155,0.26083654165267944,-0.21330220997333527,0.6056023240089417,0.1800401508808136,-0.2449783831834793,0.5829439163208008,0.48405981063842773,-0.09863848239183426,0.5929976105690002,0.3157702684402466,-0.16193702816963196,0.5990949869155884,0.18602043390274048,-0.21134990453720093,0.6060774922370911,0.07381492853164673,-0.2420859932899475,0.5440282225608826,0.49251481890678406,-0.10446736216545105,0.5569927096366882,0.32785969972610474,-0.1580607295036316,0.5640122890472412,0.21023860573768616,-0.1952240765094757,0.5745841860771179,0.1101219654083252,-0.21695080399513245,0.4989471137523651,0.5227309465408325,-0.11783697456121445,0.5040758848190308,0.4081918001174927,-0.16263224184513092,0.5115454792976379,0.32102513313293457,-0.18552617728710175,0.5252339243888855,0.24462497234344482,-0.19821789860725403
Sibi_F,0.5335096120834351,0.8410288691520691,6.755739718755649e-07,0.6161144971847534,0.813874363899231,-0.06557538360357285,0.6898382306098938,0.7550137042999268,-0.11909158527851105,0.7403250336647034,0.7084896564483643,-0.17189645767211914,0.719743549823761,0.6439802050590515,-0.2174048274755478,0.6196871995925903,0.5400435924530029,-0.07520570605993271,0.6592442989349365,0.4548957943916321,-0.17470970749855042,0.6946110725402832,0.5316449403762817,-0.24314118921756744,0.7055848240852356,0.6010432243347168,-0.2717924118041992,0.5876152515411377,0.5126039981842041,-0.08836478739976883,0.6104068160057068,0.3372431993484497,-0.16107694804668427,0.6276136040687561,0.2068461775779724,-0.22154583036899567,0.6402505040168762,0.08143758773803711,-0.26078924536705017,0.54804527759552,0.521234393119812,-0.11213038116693497,0.5593520998954773,0.3492327928543091,-0.17107689380645752,0.5730009078979492,0.22480618953704834,-0.21666443347930908,0.587310791015625,0.11269748210906982,-0.24398988485336304,0.504258930683136,0.558163046836853,-0.14165447652339935,0.5093868970870972,0.43705645203590393,-0.1779654622077942,0.5169618129730225,0.34285199642181396,-0.19314953684806824,0.5292112827301025,0.2555440366268158,-0.20222298800945282
Sibi_F,0.4964706003665924,0.8216760158538818,9.025579856825061e-07,0.5658786296844482,0.7735543847084045,-0.05756716802716255,0.5936131477355957,0.6571639776229858,-0.07575326412916183,0.589411199092865,0.5507875084877014,-0.09041115641593933,0.5911665558815002,0.45822417736053467,-0.1030084490776062,0.563392162322998,0.5424180626869202,-0.011591952294111252,0.5654054880142212,0.43223583698272705,-0.04707763344049454,0.564111053943634,0.3593384921550751,-0.07884697616100311,0.5605924725532532,0.3022041320800781,-0.09913907200098038,0.5206153988838196,0.5306638479232788,-0.008753396570682526,0.5198172926902771,0.40550827980041504,-0.03902696818113327,0.5148354768753052,0.3139650225639343,-0.06773025542497635,0.5111992955207825,0.2362149953842163,-0.08558617532253265,0.478388249874115,0.5398356914520264,-0.017168322578072548,0.47242531180381775,0.411989688873291,-0.050929296761751175,0.47205650806427,0.3229216933250427,-0.07467637956142426,0.473267138004303,0.24680989980697632,-0.08695663511753082,0.43151476979255676,0.5644012689590454,-0.03211475536227226,0.4264931380748749,0.4519164562225342,-0.0632181316614151,0.42813968658447266,0.3731426000595093,-0.0789499431848526,0.435449481010437,0.30247628688812256,-0.08685310930013657
Sibi_F,0.35467976331710815,0.808725118637085,8.030650064938527e-07,0.41364970803260803,0.7825421094894409,-0.07116696983575821,0.4712817966938019,0.7147600650787354,-0.11640668660402298,0.5041428804397583,0.6570001840591431,-0.15662021934986115,0.4723246991634369,0.603914201259613,-0.19821642339229584,0.41944125294685364,0.5212007761001587,-0.08545152842998505,0.4099775552749634,0.39750826358795166,-0.14409130811691284,0.3975062370300293,0.3356960415840149,-0.19033676385879517,0.3851460814476013,0.28397101163864136,-0.22083839774131775,0.3831426799297333,0.502375066280365,-0.08800403773784637,0.38121283054351807,0.34060701727867126,-0.1454109251499176,0.3756423890590668,0.2190377414226532,-0.19343499839305878,0.3711751699447632,0.1112445592880249,-0.22534815967082977,0.3459007740020752,0.5117988586425781,-0.09691233187913895,0.34564387798309326,0.35491833090782166,-0.14491373300552368,0.34539347887039185,0.24527040123939514,-0.18071827292442322,0.34859299659729004,0.14990732073783875,-0.20337100327014923,0.30378228425979614,0.5438500642776489,-0.11239352822303772,0.3003876209259033,0.4284224510192871,-0.150239959359169,0.3027203679084778,0.3460906744003296,-0.16969147324562073,0.31246548891067505,0.2711505889892578,-0.1822177767753601
Sibi_F,0.3707621395587921,0.715181827545166,6.069053597457241e-07,0.4312073886394501,0.6911196708679199,-0.06473534554243088,0.49056604504585266,0.6296045184135437,-0.10693284124135971,0.5238088369369507,0.5750594735145569,-0.14620143175125122,0.4934452176094055,0.5221436619758606,-0.1846504807472229,0.4397173821926117,0.4396136999130249,-0.0700714960694313,0.44197821617126465,0.3236667215824127,-0.1342497169971466,0.43054166436195374,0.3154850900173187,-0.18551209568977356,0.41712048649787903,0.31274113059043884,-0.2157241255044937,0.40064311027526855,0.4166342318058014,-0.0757911205291748,0.40303605794906616,0.2544040083885193,-0.12741973996162415,0.39736488461494446,0.13877373933792114,-0.1739811897277832,0.3939189314842224,0.03602778911590576,-0.2048579305410385,0.3602278232574463,0.42200493812561035,-0.08955259621143341,0.36471664905548096,0.2659498453140259,-0.1351931095123291,0.3654009699821472,0.15397018194198608,-0.1738421618938446,0.36829832196235657,0.056520670652389526,-0.19771870970726013,0.3146986961364746,0.4517576992511749,-0.10920368880033493,0.3120900094509125,0.33825376629829407,-0.14508157968521118,0.3137487769126892,0.2551255226135254,-0.16322831809520721,0.3221510648727417,0.17956943809986115,-0.17372435331344604
Sibi_F,0.25847935676574707,0.7452861070632935,9.119153219216969e-07,0.3105819821357727,0.7412728071212769,-0.16732671856880188,0.33121079206466675,0.6953517198562622,-0.2648411989212036,0.3325137495994568,0.6542198657989502,-0.3373422622680664,0.2931736409664154,0.5964637994766235,-0.4029009938240051,0.2919989228248596,0.4915820062160492,-0.20286820828914642,0.2834300100803375,0.41470474004745483,-0.2979264557361603,0.28927263617515564,0.48574331402778625,-0.3653595447540283,0.28211769461631775,0.5504322052001953,-0.4011879563331604,0.251242995262146,0.46586447954177856,-0.15357646346092224,0.22982251644134521,0.3206590712070465,-0.23480994999408722,0.22010113298892975,0.21861320734024048,-0.3050922751426697,0.20927344262599945,0.10974997282028198,-0.3576032817363739,0.21632157266139984,0.47629737854003906,-0.11533525586128235,0.20812132954597473,0.3395991921424866,-0.18026839196681976,0.2037285566329956,0.2464422583580017,-0.24174898862838745,0.20256489515304565,0.16028496623039246,-0.2857957184314728,0.18474552035331726,0.500542402267456,-0.08827310800552368,0.1738908439874649,0.40214645862579346,-0.1250741183757782,0.17034205794334412,0.3291085958480835,-0.15696214139461517,0.17268800735473633,0.25447750091552734,-0.1863579899072647
